dummy,Lat,Lon,Base
09/01/2014 19:33,40.6446,-73.7823,B02512
09/01/2014 19:34,40.7612,-73.9891,B02512
09/01/2014 19:35,40.6947,-74.1777,B02512
09/01/2014 19:35,40.6947,-74.1777,B02512
09/01/2014 19:37,40.7328,-74.0025,B02512
09/01/2014 19:40,40.7357,-73.9564,B02512
09/01/2014 19:42,40.805,-73.9387,B02512
09/01/2014 19:43,40.7442,-73.9716,B02512
09/01/2014 19:45,40.751,-73.9754,B02512
09/01/2014 19:46,40.771,-73.9835,B02512
09/01/2014 19:49,40.7514,-73.9764,B02512
09/01/2014 19:51,40.7683,-73.8622,B02512
09/01/2014 19:51,40.72,-73.988,B02512
09/01/2014 19:51,40.7683,-73.8622,B02512
09/01/2014 19:56,40.7514,-73.9938,B02512
09/01/2014 19:57,40.6974,-73.993,B02512
09/01/2014 20:02,40.8078,-73.9642,B02512
09/01/2014 20:04,40.7429,-74.0076,B02512
09/01/2014 20:05,40.6447,-73.782,B02512
09/01/2014 20:07,40.732,-73.9506,B02512
09/01/2014 20:08,40.7339,-73.9982,B02512
09/01/2014 20:08,40.7395,-73.9827,B02512
09/01/2014 20:08,40.7219,-73.9582,B02512
09/01/2014 20:09,40.642,-73.7887,B02512
09/01/2014 20:09,40.7304,-73.9822,B02512
09/01/2014 20:11,40.6831,-73.9812,B02512
09/01/2014 20:19,40.6486,-73.7827,B02512
09/01/2014 20:20,40.7215,-74.0022,B02512
09/01/2014 20:21,40.7169,-73.9424,B02512
09/01/2014 20:25,40.7369,-74.0037,B02512
09/01/2014 20:29,40.8051,-73.9393,B02512
09/01/2014 20:34,40.7071,-74.0054,B02512
09/01/2014 20:35,40.7398,-73.9856,B02512
09/01/2014 20:36,40.6484,-73.7827,B02512
09/01/2014 20:37,40.5774,-73.9633,B02512
09/01/2014 20:37,40.7157,-74.0062,B02512
09/01/2014 20:37,40.7199,-74.0103,B02512
09/01/2014 20:37,40.7024,-73.9898,B02512
09/01/2014 20:38,40.7064,-73.91,B02512
09/01/2014 20:38,40.7343,-73.8554,B02512
09/01/2014 20:44,40.7457,-74.0056,B02512
09/01/2014 20:45,40.7156,-74.0063,B02512
09/01/2014 20:45,40.7304,-74.0069,B02512
09/01/2014 20:47,40.7087,-73.9227,B02512
09/01/2014 20:48,40.7451,-73.9771,B02512
09/01/2014 20:49,40.8367,-73.5435,B02512
09/01/2014 20:53,40.7404,-73.9877,B02512
09/01/2014 20:54,40.7107,-74.005,B02512
09/01/2014 20:55,40.7503,-73.9944,B02512
09/01/2014 20:56,40.7353,-74.0019,B02512
09/01/2014 20:58,40.7219,-73.958,B02512
09/01/2014 20:59,40.7497,-73.9778,B02512
09/01/2014 20:59,40.7448,-73.8436,B02512
09/01/2014 20:59,40.7863,-73.9487,B02512
09/01/2014 21:00,40.7353,-74.002,B02512
09/01/2014 21:01,40.7178,-73.9522,B02512
09/01/2014 21:02,40.7739,-73.8726,B02512
09/01/2014 21:02,40.7739,-73.8726,B02512
09/01/2014 21:03,40.7225,-73.9977,B02512
09/01/2014 21:04,40.6915,-74.1771,B02512
09/01/2014 21:04,40.6915,-74.1771,B02512
09/01/2014 21:04,40.7519,-73.9864,B02512
09/01/2014 21:05,40.7092,-74.0111,B02512
09/01/2014 21:08,40.7715,-73.9873,B02512
09/01/2014 21:11,40.7644,-73.9882,B02512
09/01/2014 21:11,40.7166,-73.9901,B02512
09/01/2014 21:16,40.7072,-73.8353,B02512
09/01/2014 21:16,40.7448,-73.9567,B02512
09/01/2014 21:17,40.7425,-74.0002,B02512
09/01/2014 21:19,40.7225,-73.9592,B02512
09/01/2014 21:20,40.6953,-74.1772,B02512
09/01/2014 21:21,40.6467,-73.7778,B02512
09/01/2014 21:24,40.7249,-73.9815,B02512
09/01/2014 21:25,40.6769,-73.9507,B02512
09/01/2014 21:31,40.7465,-73.9936,B02512
09/01/2014 21:31,40.8802,-74.24,B02512
09/01/2014 21:32,40.7588,-73.9709,B02512
09/01/2014 21:34,40.7376,-74.0053,B02512
09/01/2014 21:34,40.7717,-73.8713,B02512
09/01/2014 21:36,40.7712,-73.866,B02512
09/01/2014 21:36,40.7939,-73.9423,B02512
09/01/2014 21:37,40.7208,-73.9832,B02512
09/01/2014 21:40,40.7658,-73.9633,B02512
09/01/2014 21:42,40.7448,-73.8436,B02512
09/01/2014 21:42,40.7448,-73.8436,B02512
09/01/2014 21:43,40.7335,-73.9954,B02512
09/01/2014 21:43,40.7335,-73.9954,B02512
09/01/2014 21:45,40.7389,-74.0026,B02512
09/01/2014 21:50,40.7577,-73.9906,B02512
09/01/2014 21:52,40.7204,-73.9871,B02512
09/01/2014 21:53,40.7205,-73.994,B02512
09/01/2014 21:56,40.7264,-74.0021,B02512
09/01/2014 21:56,40.6397,-73.9425,B02512
09/01/2014 21:58,40.7745,-73.9823,B02512
09/01/2014 22:07,40.75,-73.9771,B02512
09/01/2014 22:07,40.7855,-73.972,B02512
09/01/2014 22:07,40.7855,-73.972,B02512
09/01/2014 22:07,40.7235,-74.0028,B02512
09/01/2014 22:14,40.7687,-73.8628,B02512
09/01/2014 22:15,40.7643,-73.977,B02512
09/01/2014 22:15,40.7237,-74.0026,B02512
09/01/2014 22:17,40.8073,-73.9484,B02512
09/01/2014 22:19,40.7432,-74.0075,B02512
09/01/2014 22:20,40.6456,-73.7767,B02512
09/01/2014 22:20,40.7557,-73.9872,B02512
09/01/2014 22:21,40.7481,-73.9569,B02512
09/01/2014 22:22,40.7706,-73.9507,B02512
09/01/2014 22:22,40.7706,-73.9507,B02512
09/01/2014 22:22,40.7706,-73.9021,B02512
09/01/2014 22:24,40.7224,-74.0429,B02512
09/01/2014 22:26,40.6447,-73.7822,B02512
09/01/2014 22:27,40.7339,-74.0052,B02512
09/01/2014 22:27,40.7028,-73.9908,B02512
09/01/2014 22:31,40.7333,-73.9598,B02512
09/01/2014 22:36,40.6879,-74.1831,B02512
09/01/2014 22:38,40.6448,-73.7819,B02512
09/01/2014 22:38,40.7039,-73.9197,B02512
09/01/2014 22:41,40.6448,-73.782,B02512
09/01/2014 22:46,40.7346,-73.9999,B02512
09/01/2014 22:47,40.6485,-73.7844,B02512
09/01/2014 22:51,40.7198,-74.0001,B02512
09/01/2014 22:52,40.7655,-73.9875,B02512
09/01/2014 22:52,40.7533,-73.9888,B02512
09/01/2014 23:02,40.7534,-73.9667,B02512
09/01/2014 23:03,40.7692,-73.9827,B02512
09/01/2014 23:04,40.7398,-74.0063,B02512
09/01/2014 23:05,40.688,-74.1828,B02512
09/01/2014 23:05,40.688,-74.1828,B02512
09/01/2014 23:12,40.6878,-74.1816,B02512
09/01/2014 23:17,40.7197,-73.9623,B02512
09/01/2014 23:22,40.7215,-73.9886,B02512
09/01/2014 23:26,40.6878,-74.1816,B02512
09/01/2014 23:29,40.6879,-74.1813,B02512
09/01/2014 23:30,40.7415,-74.0038,B02512
09/01/2014 23:37,40.6448,-73.7824,B02512
09/01/2014 23:37,40.6443,-73.7821,B02512
09/01/2014 23:38,40.6449,-73.7819,B02512
09/01/2014 23:40,40.7038,-73.9246,B02512
09/01/2014 23:44,40.799,-73.9363,B02512
09/01/2014 23:46,40.5757,-73.981,B02512
09/01/2014 23:57,40.7771,-73.9521,B02512
09/02/2014 0:02,40.695,-74.1779,B02512
09/02/2014 0:02,40.6938,-73.938,B02512
09/02/2014 0:08,40.7549,-73.9842,B02512
09/02/2014 0:21,40.7055,-73.9284,B02512
09/02/2014 0:27,40.7446,-73.9992,B02512
09/02/2014 0:31,40.7405,-74.0441,B02512
09/02/2014 0:36,40.686,-73.988,B02512
09/02/2014 0:44,40.7631,-73.9808,B02512
09/02/2014 0:45,40.7494,-73.9923,B02512
09/02/2014 0:56,40.6335,-73.9518,B02512
09/02/2014 1:00,40.7337,-74.0064,B02512
09/02/2014 1:24,40.6744,-73.9624,B02512
09/02/2014 1:28,40.7288,-73.99,B02512
09/02/2014 1:52,40.7378,-73.9976,B02512
09/02/2014 1:58,40.6448,-73.7813,B02512
09/02/2014 3:12,40.761,-73.9852,B02512
09/02/2014 3:17,40.7898,-73.9759,B02512
09/02/2014 3:20,40.7232,-73.9824,B02512
09/02/2014 3:23,40.7632,-73.9569,B02512
09/02/2014 3:34,40.8237,-73.9545,B02512
09/02/2014 3:36,40.7483,-73.9742,B02512
09/02/2014 3:36,40.6687,-73.7247,B02512
09/02/2014 3:47,40.7648,-73.9882,B02512
09/02/2014 3:52,40.7526,-73.9744,B02512
09/02/2014 3:57,40.7287,-73.9904,B02512
09/02/2014 4:02,40.7477,-74.0375,B02512
09/02/2014 4:10,40.6459,-73.7767,B02512
09/02/2014 4:10,40.7722,-73.9467,B02512
09/02/2014 4:13,40.7626,-74.0214,B02512
09/02/2014 4:15,40.711,-73.9432,B02512
09/02/2014 4:16,40.6468,-73.7776,B02512
09/02/2014 4:17,40.7493,-73.9791,B02512
09/02/2014 4:18,40.7726,-73.9861,B02512
09/02/2014 4:20,40.695,-74.1782,B02512
09/02/2014 4:25,40.7514,-74.0034,B02512
09/02/2014 4:27,40.6614,-73.8037,B02512
09/02/2014 4:27,40.6804,-73.9297,B02512
09/02/2014 4:31,40.6448,-73.782,B02512
09/02/2014 4:31,40.7475,-73.9722,B02512
09/02/2014 4:36,40.6461,-73.7768,B02512
09/02/2014 4:43,40.655,-73.74,B02512
09/02/2014 4:46,40.7829,-73.9479,B02512
09/02/2014 4:49,40.7611,-73.9998,B02512
09/02/2014 4:52,40.7824,-73.9767,B02512
09/02/2014 4:55,40.7237,-73.9835,B02512
09/02/2014 4:57,40.8221,-74.3143,B02512
09/02/2014 5:00,40.6447,-73.7824,B02512
09/02/2014 5:01,40.8267,-73.9513,B02512
09/02/2014 5:01,40.6878,-74.1816,B02512
09/02/2014 5:01,40.6737,-73.9568,B02512
09/02/2014 5:03,40.7899,-73.9732,B02512
09/02/2014 5:03,40.779,-73.9541,B02512
09/02/2014 5:08,40.6446,-73.7822,B02512
09/02/2014 5:08,40.7506,-74.0317,B02512
09/02/2014 5:10,40.7739,-73.9815,B02512
09/02/2014 5:10,40.7506,-73.9745,B02512
09/02/2014 5:16,40.7205,-73.9849,B02512
09/02/2014 5:18,40.8021,-73.9683,B02512
09/02/2014 5:19,40.6448,-73.7821,B02512
09/02/2014 5:24,40.6445,-73.783,B02512
09/02/2014 5:25,40.6912,-73.9537,B02512
09/02/2014 5:33,40.7626,-73.9934,B02512
09/02/2014 5:33,40.6758,-73.9299,B02512
09/02/2014 5:34,40.7232,-74.0026,B02512
09/02/2014 5:37,40.7745,-73.9456,B02512
09/02/2014 5:40,40.7859,-73.97,B02512
09/02/2014 5:45,40.7482,-73.9772,B02512
09/02/2014 5:50,40.7502,-73.989,B02512
09/02/2014 5:51,40.7401,-73.992,B02512
09/02/2014 5:52,40.746,-74.0003,B02512
09/02/2014 5:56,40.7744,-73.9773,B02512
09/02/2014 5:58,40.7313,-74.0102,B02512
09/02/2014 5:58,40.7743,-73.9869,B02512
09/02/2014 5:59,40.7447,-73.9568,B02512
09/02/2014 6:00,40.7778,-73.9509,B02512
09/02/2014 6:01,40.6873,-73.9792,B02512
09/02/2014 6:02,40.7956,-73.9364,B02512
09/02/2014 6:03,40.6447,-73.782,B02512
09/02/2014 6:04,40.7709,-73.9834,B02512
09/02/2014 6:06,40.774,-73.8721,B02512
09/02/2014 6:11,40.7194,-73.9989,B02512
09/02/2014 6:11,40.7849,-73.9484,B02512
09/02/2014 6:12,40.8054,-73.9677,B02512
09/02/2014 6:12,40.6952,-74.1801,B02512
09/02/2014 6:13,40.7716,-73.9561,B02512
09/02/2014 6:15,40.7256,-74.0048,B02512
09/02/2014 6:18,40.7942,-73.9763,B02512
09/02/2014 6:19,40.7508,-73.9739,B02512
09/02/2014 6:21,40.7229,-73.9835,B02512
09/02/2014 6:23,40.735,-73.989,B02512
09/02/2014 6:26,40.7382,-74.0086,B02512
09/02/2014 6:27,40.7219,-74.0077,B02512
09/02/2014 6:27,40.7204,-73.9965,B02512
09/02/2014 6:28,40.764,-73.985,B02512
09/02/2014 6:30,40.7314,-73.9869,B02512
09/02/2014 6:30,40.7523,-73.9779,B02512
09/02/2014 6:30,40.7784,-73.9852,B02512
09/02/2014 6:35,40.7767,-73.9851,B02512
09/02/2014 6:35,40.7692,-73.983,B02512
09/02/2014 6:38,40.6449,-73.7822,B02512
09/02/2014 6:39,40.6742,-73.8016,B02512
09/02/2014 6:39,40.7716,-73.9827,B02512
09/02/2014 6:48,40.6417,-74.0178,B02512
09/02/2014 6:48,40.7461,-74.0398,B02512
09/02/2014 6:48,40.7444,-73.9803,B02512
09/02/2014 6:49,40.7789,-73.9601,B02512
09/02/2014 6:50,40.7476,-73.9564,B02512
09/02/2014 6:50,40.7205,-74.0062,B02512
09/02/2014 6:52,40.7773,-73.9619,B02512
09/02/2014 6:53,40.719,-73.9833,B02512
09/02/2014 6:54,40.7895,-73.9784,B02512
09/02/2014 6:56,40.7143,-73.9878,B02512
09/02/2014 6:56,40.688,-73.9854,B02512
09/02/2014 6:56,40.7274,-73.992,B02512
09/02/2014 6:58,40.7264,-73.9894,B02512
09/02/2014 6:59,40.7579,-73.9612,B02512
09/02/2014 7:01,40.7247,-73.9917,B02512
09/02/2014 7:01,40.7784,-73.9789,B02512
09/02/2014 7:03,40.7374,-73.9794,B02512
09/02/2014 7:04,40.7548,-73.9976,B02512
09/02/2014 7:05,40.741,-73.9923,B02512
09/02/2014 7:05,40.7766,-73.8446,B02512
09/02/2014 7:06,40.7796,-73.9066,B02512
09/02/2014 7:08,40.7723,-73.9789,B02512
09/02/2014 7:08,40.7492,-73.9943,B02512
09/02/2014 7:10,40.7366,-73.9907,B02512
09/02/2014 7:12,40.7677,-73.9927,B02512
09/02/2014 7:14,40.7411,-74.0376,B02512
09/02/2014 7:16,40.7447,-73.9911,B02512
09/02/2014 7:18,40.7427,-73.9545,B02512
09/02/2014 7:18,40.7592,-73.9945,B02512
09/02/2014 7:19,40.7339,-73.9983,B02512
09/02/2014 7:23,40.7848,-73.9522,B02512
09/02/2014 7:23,40.7334,-73.9853,B02512
09/02/2014 7:23,40.7774,-73.9808,B02512
09/02/2014 7:24,40.7773,-73.9563,B02512
09/02/2014 7:25,40.7085,-74.0022,B02512
09/02/2014 7:25,40.7605,-74.0029,B02512
09/02/2014 7:25,40.8175,-74.2185,B02512
09/02/2014 7:26,40.7707,-73.8655,B02512
09/02/2014 7:26,40.7357,-74.0028,B02512
09/02/2014 7:27,40.6872,-73.9486,B02512
09/02/2014 7:28,40.7496,-73.9917,B02512
09/02/2014 7:28,40.7256,-73.9777,B02512
09/02/2014 7:29,40.7276,-73.9927,B02512
09/02/2014 7:30,40.7533,-73.8898,B02512
09/02/2014 7:31,40.6834,-73.9608,B02512
09/02/2014 7:31,40.7388,-74.0091,B02512
09/02/2014 7:33,40.7695,-73.9558,B02512
09/02/2014 7:35,40.77,-73.9633,B02512
09/02/2014 7:36,40.7174,-74.0082,B02512
09/02/2014 7:37,40.7238,-73.9833,B02512
09/02/2014 7:39,40.8018,-73.9677,B02512
09/02/2014 7:42,40.7337,-73.9977,B02512
09/02/2014 7:42,40.6893,-73.9849,B02512
09/02/2014 7:43,40.7466,-73.9833,B02512
09/02/2014 7:43,40.7631,-73.9716,B02512
09/02/2014 7:43,40.7351,-74.1645,B02512
09/02/2014 7:44,40.7784,-73.9583,B02512
09/02/2014 7:44,40.7703,-73.9512,B02512
09/02/2014 7:45,40.6127,-73.9396,B02512
09/02/2014 7:46,40.7382,-74.0024,B02512
09/02/2014 7:48,40.6752,-73.9656,B02512
09/02/2014 7:50,40.7845,-73.9736,B02512
09/02/2014 7:51,40.7546,-73.9696,B02512
09/02/2014 7:54,40.7566,-73.9612,B02512
09/02/2014 7:54,40.7684,-73.8626,B02512
09/02/2014 7:55,40.728,-73.986,B02512
09/02/2014 7:55,40.7585,-73.9655,B02512
09/02/2014 7:57,40.7737,-73.9488,B02512
09/02/2014 7:58,40.7387,-73.9834,B02512
09/02/2014 7:58,40.7537,-73.9645,B02512
09/02/2014 7:59,40.6911,-73.9695,B02512
09/02/2014 8:00,40.7169,-74.0149,B02512
09/02/2014 8:00,40.7622,-73.9585,B02512
09/02/2014 8:01,40.7376,-74.0309,B02512
09/02/2014 8:01,40.744,-74.0063,B02512
09/02/2014 8:02,40.8009,-73.9289,B02512
09/02/2014 8:03,40.7427,-73.9492,B02512
09/02/2014 8:05,40.7692,-73.9689,B02512
09/02/2014 8:05,40.6459,-73.7767,B02512
09/02/2014 8:06,40.7616,-73.9998,B02512
09/02/2014 8:06,40.7655,-73.9836,B02512
09/02/2014 8:07,40.7737,-73.9634,B02512
09/02/2014 8:08,40.7809,-73.9588,B02512
09/02/2014 8:09,40.7228,-74.0089,B02512
09/02/2014 8:10,40.664,-73.9808,B02512
09/02/2014 8:10,40.7238,-74.0003,B02512
09/02/2014 8:13,40.7678,-73.9531,B02512
09/02/2014 8:13,40.7982,-73.9599,B02512
09/02/2014 8:14,40.6848,-73.9634,B02512
09/02/2014 8:16,40.7326,-73.9813,B02512
09/02/2014 8:17,40.7289,-73.9843,B02512
09/02/2014 8:18,40.7793,-73.9609,B02512
09/02/2014 8:18,40.725,-73.9883,B02512
09/02/2014 8:20,40.7731,-73.9461,B02512
09/02/2014 8:20,40.7357,-73.9968,B02512
09/02/2014 8:21,40.6374,-73.9586,B02512
09/02/2014 8:21,40.7149,-74.0165,B02512
09/02/2014 8:22,40.766,-74.0335,B02512
09/02/2014 8:22,40.7596,-73.9621,B02512
09/02/2014 8:22,40.7686,-73.8626,B02512
09/02/2014 8:23,40.7236,-73.9823,B02512
09/02/2014 8:25,40.7197,-73.9877,B02512
09/02/2014 8:27,40.7341,-74.0096,B02512
09/02/2014 8:27,40.6404,-73.7117,B02512
09/02/2014 8:27,40.6404,-73.7117,B02512
09/02/2014 8:31,40.7303,-73.9939,B02512
09/02/2014 8:31,40.7653,-73.9615,B02512
09/02/2014 8:31,40.7225,-74.0105,B02512
09/02/2014 8:32,40.7768,-73.9449,B02512
09/02/2014 8:33,40.7741,-73.9571,B02512
09/02/2014 8:34,40.7269,-73.9958,B02512
09/02/2014 8:36,40.7458,-74.0054,B02512
09/02/2014 8:36,40.735,-73.989,B02512
09/02/2014 8:36,40.7666,-73.9781,B02512
09/02/2014 8:39,40.7303,-73.9874,B02512
09/02/2014 8:39,40.6645,-73.9328,B02512
09/02/2014 8:40,40.7488,-73.9836,B02512
09/02/2014 8:40,40.7694,-73.9598,B02512
09/02/2014 8:40,40.7763,-73.9479,B02512
09/02/2014 8:41,40.6862,-73.9912,B02512
09/02/2014 8:43,40.7174,-73.9519,B02512
09/02/2014 8:44,40.667,-73.8605,B02512
09/02/2014 8:44,40.7459,-73.9919,B02512
09/02/2014 8:45,40.7204,-74.0035,B02512
09/02/2014 8:46,40.7237,-74.0108,B02512
09/02/2014 8:47,40.7636,-73.9961,B02512
09/02/2014 8:48,40.7857,-73.9692,B02512
09/02/2014 8:50,40.749,-73.9798,B02512
09/02/2014 8:50,40.7361,-73.9939,B02512
09/02/2014 8:50,40.7709,-73.9615,B02512
09/02/2014 8:51,40.7698,-73.9899,B02512
09/02/2014 8:51,40.724,-73.9967,B02512
09/02/2014 8:51,40.7367,-73.9887,B02512
09/02/2014 8:54,40.6992,-73.8373,B02512
09/02/2014 8:57,40.7506,-73.9924,B02512
09/02/2014 8:58,40.7232,-74.0049,B02512
09/02/2014 9:01,40.7187,-74.0088,B02512
09/02/2014 9:01,40.7262,-74.0093,B02512
09/02/2014 9:01,40.7493,-73.9762,B02512
09/02/2014 9:03,40.751,-73.9908,B02512
09/02/2014 9:05,40.7756,-73.9809,B02512
09/02/2014 9:07,40.6967,-73.9831,B02512
09/02/2014 9:08,40.7752,-73.9595,B02512
09/02/2014 9:09,40.7234,-73.9948,B02512
09/02/2014 9:10,40.7241,-73.9788,B02512
09/02/2014 9:11,40.7252,-74.0107,B02512
09/02/2014 9:13,40.7701,-73.9667,B02512
09/02/2014 9:13,40.7232,-73.9954,B02512
09/02/2014 9:13,40.7575,-73.9741,B02512
09/02/2014 9:13,40.7887,-73.9422,B02512
09/02/2014 9:14,40.7513,-73.9939,B02512
09/02/2014 9:15,40.7773,-73.9753,B02512
09/02/2014 9:17,40.7407,-74.0008,B02512
09/02/2014 9:17,40.7588,-73.986,B02512
09/02/2014 9:20,40.7579,-73.9645,B02512
09/02/2014 9:22,40.774,-73.8719,B02512
09/02/2014 9:23,40.7266,-74.0073,B02512
09/02/2014 9:23,40.7652,-73.9795,B02512
09/02/2014 9:24,40.7618,-73.9851,B02512
09/02/2014 9:24,40.7186,-74.0081,B02512
09/02/2014 9:26,40.7302,-73.9865,B02512
09/02/2014 9:26,40.7732,-73.9589,B02512
09/02/2014 9:27,40.77,-73.8648,B02512
09/02/2014 9:28,40.7706,-73.8653,B02512
09/02/2014 9:32,40.6045,-73.9633,B02512
09/02/2014 9:34,40.7806,-73.9611,B02512
09/02/2014 9:39,40.7224,-74.0036,B02512
09/02/2014 9:40,40.7748,-73.9633,B02512
09/02/2014 9:40,40.7256,-74.0042,B02512
09/02/2014 9:42,40.7569,-73.9677,B02512
09/02/2014 9:43,40.7244,-73.9892,B02512
09/02/2014 9:43,40.78,-73.961,B02512
09/02/2014 9:44,40.7665,-73.9525,B02512
09/02/2014 9:45,40.7217,-73.9995,B02512
09/02/2014 9:45,40.7555,-73.97,B02512
09/02/2014 9:46,40.7741,-73.8725,B02512
09/02/2014 9:49,40.7414,-73.9939,B02512
09/02/2014 9:51,40.7831,-73.9571,B02512
09/02/2014 9:52,40.7584,-73.9711,B02512
09/02/2014 9:52,40.7543,-73.9694,B02512
09/02/2014 9:56,40.6916,-73.9844,B02512
09/02/2014 9:56,40.7728,-73.9626,B02512
09/02/2014 9:57,40.7306,-74.0091,B02512
09/02/2014 9:58,40.7583,-73.9841,B02512
09/02/2014 9:59,40.7237,-73.997,B02512
09/02/2014 9:59,40.7623,-73.9721,B02512
09/02/2014 10:01,40.7599,-73.9734,B02512
09/02/2014 10:02,40.7686,-73.8625,B02512
09/02/2014 10:04,40.7643,-73.9739,B02512
09/02/2014 10:04,40.7643,-73.9739,B02512
09/02/2014 10:04,40.7803,-73.9088,B02512
09/02/2014 10:04,40.7397,-73.9911,B02512
09/02/2014 10:05,40.7736,-73.9451,B02512
09/02/2014 10:06,40.7115,-74.0156,B02512
09/02/2014 10:11,40.7386,-73.9834,B02512
09/02/2014 10:14,40.7741,-73.9005,B02512
09/02/2014 10:14,40.7741,-73.9005,B02512
09/02/2014 10:16,40.7249,-73.9788,B02512
09/02/2014 10:17,40.77,-73.9633,B02512
09/02/2014 10:18,40.7655,-73.97,B02512
09/02/2014 10:19,40.7435,-73.9997,B02512
09/02/2014 10:19,40.7277,-73.9913,B02512
09/02/2014 10:20,40.8092,-73.9211,B02512
09/02/2014 10:20,40.7522,-73.9932,B02512
09/02/2014 10:22,40.7625,-73.9706,B02512
09/02/2014 10:22,40.7515,-73.994,B02512
09/02/2014 10:23,40.7556,-73.9764,B02512
09/02/2014 10:23,40.7513,-73.994,B02512
09/02/2014 10:25,40.7521,-73.9779,B02512
09/02/2014 10:25,40.7306,-73.9847,B02512
09/02/2014 10:26,40.6683,-73.9407,B02512
09/02/2014 10:26,40.716,-74.0035,B02512
09/02/2014 10:27,40.7591,-73.994,B02512
09/02/2014 10:27,40.7643,-73.9732,B02512
09/02/2014 10:31,40.725,-73.9973,B02512
09/02/2014 10:31,40.6932,-73.9985,B02512
09/02/2014 10:32,40.7441,-73.9856,B02512
09/02/2014 10:32,40.7592,-73.9779,B02512
09/02/2014 10:33,40.7444,-73.9855,B02512
09/02/2014 10:34,40.7014,-73.8413,B02512
09/02/2014 10:35,40.6447,-73.7823,B02512
09/02/2014 10:37,40.7492,-73.9842,B02512
09/02/2014 10:37,40.7503,-73.9789,B02512
09/02/2014 10:40,40.9272,-73.8352,B02512
09/02/2014 10:40,40.7564,-73.9746,B02512
09/02/2014 10:41,40.7693,-73.8866,B02512
09/02/2014 10:41,40.755,-74.0001,B02512
09/02/2014 10:41,40.7693,-73.9516,B02512
09/02/2014 10:42,40.7433,-73.989,B02512
09/02/2014 10:42,40.7705,-73.8656,B02512
09/02/2014 10:42,40.7259,-74.0088,B02512
09/02/2014 10:45,40.7342,-74.0035,B02512
09/02/2014 10:48,40.7166,-73.9971,B02512
09/02/2014 10:51,40.7457,-73.9876,B02512
09/02/2014 10:52,40.7217,-74.0043,B02512
09/02/2014 10:53,40.7749,-73.9076,B02512
09/02/2014 10:53,40.7269,-74.0074,B02512
09/02/2014 10:54,40.7388,-73.9787,B02512
09/02/2014 10:56,40.7225,-74.0068,B02512
09/02/2014 10:56,40.6346,-74.0255,B02512
09/02/2014 10:56,40.6877,-74.1823,B02512
09/02/2014 10:56,40.7888,-73.9705,B02512
09/02/2014 10:57,40.7489,-73.9718,B02512
09/02/2014 10:57,40.6733,-73.9335,B02512
09/02/2014 11:00,40.7715,-73.9636,B02512
09/02/2014 11:02,40.7279,-73.9931,B02512
09/02/2014 11:03,40.688,-74.1828,B02512
09/02/2014 11:03,40.7549,-73.9938,B02512
09/02/2014 11:04,40.7062,-74.0091,B02512
09/02/2014 11:07,40.7874,-73.9741,B02512
09/02/2014 11:07,40.8402,-73.9431,B02512
09/02/2014 11:08,40.7631,-73.9774,B02512
09/02/2014 11:08,40.7675,-73.9811,B02512
09/02/2014 11:09,40.7122,-74.0099,B02512
09/02/2014 11:09,40.707,-73.9237,B02512
09/02/2014 11:11,40.7381,-73.9878,B02512
09/02/2014 11:14,40.7848,-73.956,B02512
09/02/2014 11:14,40.7848,-73.956,B02512
09/02/2014 11:17,40.7741,-73.9608,B02512
